source	target	weight
Center pivot irrigation	Geography	1
Center pivot irrigation	Hydrology (agriculture)	1
Center pivot irrigation	Remote sensing	1
Geography	Water use	1
Hydrology (agriculture)	Water use	2
Irrigation	Remote sensing	1
Irrigation management	Remote sensing	1
Remote sensing	Water use	1
Chemistry	Cropping	1
Chemistry	Cropping system	1
Cropping	Nitrogen	1
Cropping system	Nitrogen	1
Agronomy	Boosting (machine learning)	1
Biology	Boosting (machine learning)	1
Boosting (machine learning)	Computer science	1
Boosting (machine learning)	Environmental science	1
Boosting (machine learning)	Zea mays	1
Computer science	Zea mays	1
Agronomy	Balance (ability)	4
Balance (ability)	Biology	2
Balance (ability)	Chemistry	4
Balance (ability)	Dry matter	1
Balance (ability)	Fertilizer	1
Balance (ability)	Grain yield	1
Balance (ability)	Growing season	1
Balance (ability)	Irrigation	1
Balance (ability)	Mathematics	2
Balance (ability)	Nitrogen	2
Balance (ability)	Nitrogen balance	2
Balance (ability)	Sowing	1
Balance (ability)	Spatial variability	1
Balance (ability)	Statistics	1
Balance (ability)	Yield (engineering)	1
Chemistry	Grain yield	4
Chemistry	Spatial variability	1
Dry matter	Environmental science	1
Dry matter	Grain yield	1
Dry matter	Growing season	4
Dry matter	Irrigation	1
Dry matter	Mathematics	1
Dry matter	Nitrogen balance	1
Dry matter	Sowing	2
Dry matter	Spatial variability	1
Dry matter	Statistics	1
Fertilizer	Spatial variability	1
Grain yield	Nitrogen	4
Grain yield	Nitrogen balance	1
Grain yield	Sowing	1
Grain yield	Spatial variability	1
Growing season	Irrigation	1
Growing season	Nitrogen balance	1
Irrigation	Spatial variability	1
Nitrogen	Spatial variability	1
Nitrogen balance	Sowing	1
Nitrogen balance	Spatial variability	1
Nitrogen balance	Statistics	1
Agricultural engineering	Relevance (law)	1
Agriculture	Relevance (law)	1
Agronomy	Relevance (law)	1
Biology	Relevance (law)	1
Crop	Relevance (law)	1
Crop production	Materials science	1
Crop production	Political science	1
Crop production	Relevance (law)	1
Crop production	Yield (engineering)	1
Economics	Materials science	1
Economics	Relevance (law)	1
Engineering	Relevance (law)	1
Environmental science	Relevance (law)	1
Geography	Relevance (law)	1
Materials science	Political science	1
Materials science	Production (economics)	1
Materials science	Relevance (law)	1
Political science	Relevance (law)	1
Political science	Yield (engineering)	2
Production (economics)	Relevance (law)	1
Relevance (law)	Yield (engineering)	1
Agricultural engineering	Maturity (psychological)	2
Agricultural engineering	Meteorology	2
Agricultural engineering	Moisture	1
Crop	Maturity (psychological)	2
Crop	Moisture	1
Engineering	Maturity (psychological)	2
Engineering	Moisture	1
Environmental science	Maturity (psychological)	3
Geography	Maturity (psychological)	2
Geography	Moisture	3
Mathematics	Moisture	1
Maturity (psychological)	Meteorology	2
Maturity (psychological)	Moisture	1
Maturity (psychological)	Sowing	3
Maturity (psychological)	Water content	1
Meteorology	Moisture	3
Moisture	Sowing	1
Moisture	Water content	3
Agroforestry	Bioenergy	2
Agroforestry	Biofuel	2
Agroforestry	Carbon sequestration	2
Agroforestry	Cellulose	2
Agroforestry	Cellulosic ethanol	2
Agroforestry	Climate change mitigation	2
Agroforestry	Energy crop	2
Agroforestry	Fossil fuel	2
Agroforestry	Greenhouse gas	2
Agroforestry	Nitrogen	2
Agroforestry	Panicum virgatum	2
Agronomy	Carbon sequestration	2
Agronomy	Cellulose	2
Agronomy	Cellulosic ethanol	2
Agronomy	Climate change mitigation	2
Agronomy	Fossil fuel	2
Agronomy	Greenhouse gas	2
Agronomy	Panicum virgatum	2
Bioenergy	Carbon sequestration	2
Bioenergy	Cellulose	2
Bioenergy	Cellulosic ethanol	2
Bioenergy	Climate change	2
Bioenergy	Climate change mitigation	2
Bioenergy	Fertilizer	1
Bioenergy	Fossil fuel	2
Bioenergy	Greenhouse gas	2
Bioenergy	Nitrogen	2
Bioenergy	Panicum virgatum	2
Bioenergy	Soil carbon	2
Bioenergy	Soil science	2
Bioenergy	Soil water	2
Biofuel	Carbon sequestration	2
Biofuel	Cellulose	2
Biofuel	Cellulosic ethanol	2
Biofuel	Climate change	2
Biofuel	Climate change mitigation	2
Biofuel	Fertilizer	1
Biofuel	Fossil fuel	2
Biofuel	Greenhouse gas	2
Biofuel	Nitrogen	2
Biofuel	Panicum virgatum	2
Biofuel	Soil carbon	2
Biofuel	Soil science	2
Biofuel	Soil water	2
Biotechnology	Carbon sequestration	2
Biotechnology	Cellulose	2
Biotechnology	Cellulosic ethanol	2
Biotechnology	Climate change mitigation	2
Biotechnology	Fossil fuel	2
Biotechnology	Greenhouse gas	2
Biotechnology	Panicum virgatum	2
Biotechnology	Soil carbon	2
Biotechnology	Soil science	2
Biotechnology	Soil water	2
Carbon sequestration	Cellulose	2
Carbon sequestration	Cellulosic ethanol	2
Carbon sequestration	Chemistry	1
Carbon sequestration	Climate change	2
Carbon sequestration	Climate change mitigation	2
Carbon sequestration	Ecology	2
Carbon sequestration	Energy crop	2
Carbon sequestration	Environmental science	2
Carbon sequestration	Fertilizer	1
Carbon sequestration	Fossil fuel	2
Carbon sequestration	Greenhouse gas	2
Carbon sequestration	Nitrogen	2
Carbon sequestration	Panicum virgatum	2
Carbon sequestration	Soil carbon	2
Carbon sequestration	Soil science	2
Carbon sequestration	Soil water	2
Cellulose	Cellulosic ethanol	2
Cellulose	Chemistry	1
Cellulose	Climate change	2
Cellulose	Climate change mitigation	2
Cellulose	Ecology	2
Cellulose	Energy crop	2
Cellulose	Environmental science	2
Cellulose	Fertilizer	1
Cellulose	Fossil fuel	2
Cellulose	Greenhouse gas	2
Cellulose	Nitrogen	2
Cellulose	Panicum virgatum	2
Cellulose	Soil carbon	2
Cellulose	Soil science	2
Cellulose	Soil water	2
Cellulosic ethanol	Chemistry	1
Cellulosic ethanol	Climate change	2
Cellulosic ethanol	Climate change mitigation	2
Cellulosic ethanol	Ecology	2
Cellulosic ethanol	Energy crop	2
Cellulosic ethanol	Environmental science	2
Cellulosic ethanol	Fertilizer	1
Cellulosic ethanol	Fossil fuel	2
Cellulosic ethanol	Greenhouse gas	2
Cellulosic ethanol	Nitrogen	2
Cellulosic ethanol	Panicum virgatum	2
Cellulosic ethanol	Soil carbon	2
Cellulosic ethanol	Soil science	2
Cellulosic ethanol	Soil water	2
Chemistry	Climate change mitigation	1
Chemistry	Fossil fuel	1
Chemistry	Greenhouse gas	1
Chemistry	Panicum virgatum	1
Chemistry	Soil carbon	2
Climate change	Climate change mitigation	2
Climate change	Energy crop	2
Climate change	Fertilizer	1
Climate change	Fossil fuel	2
Climate change	Nitrogen	2
Climate change	Panicum virgatum	2
Climate change mitigation	Ecology	2
Climate change mitigation	Energy crop	2
Climate change mitigation	Environmental science	2
Climate change mitigation	Fertilizer	1
Climate change mitigation	Fossil fuel	2
Climate change mitigation	Greenhouse gas	2
Climate change mitigation	Nitrogen	2
Climate change mitigation	Panicum virgatum	2
Climate change mitigation	Soil carbon	2
Climate change mitigation	Soil science	2
Climate change mitigation	Soil water	2
Ecology	Energy crop	2
Ecology	Fossil fuel	2
Ecology	Panicum virgatum	2
Energy crop	Fertilizer	1
Energy crop	Fossil fuel	2
Energy crop	Greenhouse gas	2
Energy crop	Nitrogen	2
Energy crop	Panicum virgatum	2
Energy crop	Soil carbon	2
Energy crop	Soil science	2
Energy crop	Soil water	2
Environmental science	Fossil fuel	2
Environmental science	Panicum virgatum	2
Fertilizer	Fossil fuel	1
Fertilizer	Greenhouse gas	1
Fertilizer	Panicum virgatum	1
Fertilizer	Soil carbon	2
Fossil fuel	Greenhouse gas	2
Fossil fuel	Nitrogen	2
Fossil fuel	Panicum virgatum	2
Fossil fuel	Soil carbon	2
Fossil fuel	Soil science	2
Fossil fuel	Soil water	2
Greenhouse gas	Nitrogen	2
Greenhouse gas	Panicum virgatum	2
Nitrogen	Panicum virgatum	2
Nitrogen	Soil carbon	2
Panicum virgatum	Soil carbon	2
Panicum virgatum	Soil science	2
Panicum virgatum	Soil water	2
Agronomy	Surface irrigation	1
Biology	Surface irrigation	1
Crop	Loam	1
Crop	Surface irrigation	1
Cropping system	Grain yield	1
Cropping system	Loam	1
Cropping system	Surface irrigation	1
Environmental science	Surface irrigation	1
Grain yield	Loam	1
Grain yield	Soil science	1
Grain yield	Soil water	1
Grain yield	Surface irrigation	1
Irrigation	Surface irrigation	1
Loam	Sorghum	1
Loam	Surface irrigation	1
Mathematics	Sorghum	2
Mathematics	Surface irrigation	1
Soil science	Sorghum	1
Soil science	Surface irrigation	1
Soil water	Sorghum	1
Soil water	Surface irrigation	1
Sorghum	Surface irrigation	1
Surface irrigation	Yield (engineering)	1
Abiotic component	Grain quality	1
Abiotic component	Physics	1
Abiotic component	Quality (philosophy)	1
Abiotic stress	Grain quality	1
Abiotic stress	Physics	1
Abiotic stress	Quality (philosophy)	1
Agricultural engineering	Grain quality	1
Ecology	Grain quality	1
Engineering	Grain quality	1
Grain quality	Physics	1
Grain quality	Quality (philosophy)	1
Physics	Quality (philosophy)	2
Animal science	Meal	1
Animal science	Nutraceutical	1
Biology	Meal	1
Biology	Nutraceutical	1
Biotechnology	Composition (language)	1
Biotechnology	Meal	1
Biotechnology	Nutraceutical	1
Biotechnology	Soybean meal	1
Biotechnology	Soybean oil	1
Chemistry	Meal	1
Chemistry	Nutraceutical	1
Chemistry	Soybean oil	1
Composition (language)	Meal	1
Composition (language)	Nutraceutical	1
Food science	Meal	1
Food science	Nutraceutical	1
Food science	Soybean meal	1
Meal	Nutraceutical	1
Meal	Soybean meal	1
Meal	Soybean oil	1
Nutraceutical	Soybean meal	1
Nutraceutical	Soybean oil	1
Soybean meal	Soybean oil	1
Agronomy	Linoleic acid	1
Agronomy	Linolenic acid	1
Agronomy	Lysine	1
Amino acid	Botany	1
Amino acid	Canopy	1
Amino acid	Fatty acid	1
Amino acid	Linoleic acid	1
Amino acid	Linolenic acid	1
Amino acid	Lysine	1
Amino acid	Main stem	1
Biochemistry	Canopy	1
Biochemistry	Linoleic acid	1
Biochemistry	Linolenic acid	1
Biochemistry	Lysine	1
Biochemistry	Main stem	1
Biology	Linoleic acid	1
Biology	Linolenic acid	1
Biology	Lysine	1
Botany	Composition (language)	1
Botany	Fatty acid	1
Botany	Limiting	1
Botany	Linoleic acid	1
Botany	Linolenic acid	1
Botany	Lysine	1
Canopy	Composition (language)	1
Canopy	Fatty acid	1
Canopy	Limiting	1
Canopy	Linoleic acid	1
Canopy	Linolenic acid	1
Canopy	Lysine	1
Canopy	Main stem	1
Chemistry	Fatty acid	1
Chemistry	Linoleic acid	1
Chemistry	Linolenic acid	1
Chemistry	Lysine	1
Chemistry	Main stem	1
Composition (language)	Linoleic acid	1
Composition (language)	Linolenic acid	1
Composition (language)	Lysine	1
Composition (language)	Main stem	1
Fatty acid	Limiting	1
Fatty acid	Linoleic acid	1
Fatty acid	Linolenic acid	1
Fatty acid	Lysine	1
Fatty acid	Main stem	1
Horticulture	Linoleic acid	1
Horticulture	Linolenic acid	1
Horticulture	Lysine	1
Limiting	Linoleic acid	1
Limiting	Linolenic acid	1
Limiting	Lysine	1
Limiting	Main stem	1
Linoleic acid	Linolenic acid	1
Linoleic acid	Lysine	1
Linoleic acid	Main stem	1
Linoleic acid	Yield (engineering)	1
Linolenic acid	Lysine	1
Linolenic acid	Main stem	1
Linolenic acid	Yield (engineering)	1
Lysine	Main stem	1
Lysine	Yield (engineering)	1
Main stem	Yield (engineering)	1
Agriculture	Maturity (psychological)	2
Crop yield	Maturity (psychological)	1
DSSAT	Ecology	1
DSSAT	Hybrid	1
DSSAT	Maturity (psychological)	1
Ecology	Maturity (psychological)	2
Hybrid	Productivity	1
Hybrid	Sowing	2
Maturity (psychological)	Phenology	1
Maturity (psychological)	Productivity	2
Phenology	Productivity	1
Agronomy	Field crop	2
Biology	Field crop	2
Chemistry	Field crop	1
Crop	Field crop	1
Crop yield	Field crop	1
Field crop	Grain yield	1
Field crop	Nitrogen	1
Field crop	Yield (engineering)	2
Computer science	Ecosystem	2
Computer science	Reliability (semiconductor)	1
Computer science	Telecommunications	1
Computer science	Terrestrial ecosystem	1
Data collection	Ecology	1
Data collection	Ecosystem	1
Data collection	Ground truth	1
Data collection	Land use	1
Data collection	Reliability (semiconductor)	1
Data collection	Remote sensing	1
Data collection	Sampling (signal processing)	1
Data collection	Satellite	1
Data collection	Soil carbon	1
Data collection	Soil science	1
Data collection	Soil water	1
Data collection	Telecommunications	1
Data collection	Terrestrial ecosystem	1
Data science	Ecology	1
Data science	Ecosystem	1
Data science	Reliability (semiconductor)	1
Data science	Sampling (signal processing)	1
Data science	Satellite	1
Data science	Soil carbon	1
Data science	Soil science	1
Data science	Soil water	1
Data science	Telecommunications	1
Data science	Terrestrial ecosystem	1
Ecology	Ground truth	1
Ecology	Reliability (semiconductor)	1
Ecology	Telecommunications	1
Ecology	Terrestrial ecosystem	1
Ecosystem	Engineering	2
Ecosystem	Ground truth	1
Ecosystem	Land use	1
Ecosystem	Reliability (semiconductor)	1
Ecosystem	Remote sensing	1
Ecosystem	Sampling (signal processing)	1
Ecosystem	Satellite	1
Ecosystem	Soil carbon	1
Ecosystem	Telecommunications	1
Ecosystem	Terrestrial ecosystem	1
Engineering	Ground truth	1
Engineering	Land use	1
Engineering	Reliability (semiconductor)	1
Engineering	Sampling (signal processing)	1
Engineering	Telecommunications	1
Engineering	Terrestrial ecosystem	1
Environmental resource management	Ground truth	1
Environmental resource management	Land use	1
Environmental resource management	Reliability (semiconductor)	1
Environmental resource management	Sampling (signal processing)	1
Environmental resource management	Satellite	1
Environmental resource management	Telecommunications	1
Environmental resource management	Terrestrial ecosystem	1
Environmental science	Reliability (semiconductor)	1
Environmental science	Telecommunications	1
Environmental science	Terrestrial ecosystem	1
Geography	Reliability (semiconductor)	1
Geography	Sampling (signal processing)	1
Geography	Telecommunications	1
Geography	Terrestrial ecosystem	1
Ground truth	Reliability (semiconductor)	1
Ground truth	Sampling (signal processing)	1
Ground truth	Soil carbon	1
Ground truth	Soil science	1
Ground truth	Soil water	1
Ground truth	Telecommunications	1
Ground truth	Terrestrial ecosystem	1
Land use	Reliability (semiconductor)	1
Land use	Sampling (signal processing)	1
Land use	Satellite	1
Land use	Soil carbon	1
Land use	Soil science	1
Land use	Soil water	1
Land use	Telecommunications	1
Land use	Terrestrial ecosystem	1
Reliability (semiconductor)	Remote sensing	1
Reliability (semiconductor)	Sampling (signal processing)	1
Reliability (semiconductor)	Satellite	1
Reliability (semiconductor)	Soil carbon	1
Reliability (semiconductor)	Soil science	1
Reliability (semiconductor)	Soil water	1
Reliability (semiconductor)	Telecommunications	1
Reliability (semiconductor)	Terrestrial ecosystem	1
Remote sensing	Sampling (signal processing)	1
Remote sensing	Telecommunications	1
Remote sensing	Terrestrial ecosystem	1
Sampling (signal processing)	Satellite	1
Sampling (signal processing)	Soil carbon	1
Sampling (signal processing)	Telecommunications	1
Sampling (signal processing)	Terrestrial ecosystem	1
Satellite	Soil carbon	1
Satellite	Soil science	3
Satellite	Soil water	1
Satellite	Telecommunications	1
Satellite	Terrestrial ecosystem	1
Soil carbon	Telecommunications	1
Soil carbon	Terrestrial ecosystem	1
Soil science	Telecommunications	1
Soil science	Terrestrial ecosystem	1
Soil water	Telecommunications	1
Soil water	Terrestrial ecosystem	1
Telecommunications	Terrestrial ecosystem	1
Agronomy	Yield management	1
Biology	Yield management	1
Crop yield	Yield management	1
DSSAT	Yield management	1
Economics	Yield management	1
Environmental science	Yield management	1
Geography	Yield management	1
Irrigation	Yield management	1
Sorghum	Yield management	1
Sowing	Yield management	1
Yield (engineering)	Yield management	1
Agricultural engineering	Ecosystem	1
Agricultural engineering	Ecosystem services	1
Agricultural engineering	Extrapolation	1
Agricultural engineering	Palm	1
Agricultural engineering	Spatial variability	1
Agricultural engineering	Sustainable yield	1
Agriculture	Extrapolation	1
Agriculture	Palm	1
Agriculture	Spatial variability	1
Agriculture	Sustainable yield	1
Agroforestry	Ecosystem	1
Agroforestry	Ecosystem services	1
Agroforestry	Extrapolation	1
Agroforestry	Sustainable yield	1
Computer science	Ecosystem services	1
Computer science	Extrapolation	1
Computer science	Palm	2
Computer science	Palm oil	2
Computer science	Spatial variability	1
Computer science	Sustainable yield	1
Ecology	Extrapolation	1
Ecology	Palm	1
Ecology	Sustainable yield	1
Economics	Ecosystem	1
Economics	Ecosystem services	1
Economics	Extrapolation	1
Economics	Palm	1
Economics	Spatial variability	1
Economics	Sustainable yield	1
Ecosystem	Extrapolation	1
Ecosystem	Mathematics	1
Ecosystem	Palm	1
Ecosystem	Palm oil	1
Ecosystem	Production (economics)	1
Ecosystem	Spatial variability	1
Ecosystem	Statistics	1
Ecosystem	Sustainability	1
Ecosystem	Sustainable yield	1
Ecosystem	Yield (engineering)	1
Ecosystem services	Engineering	1
Ecosystem services	Environmental resource management	1
Ecosystem services	Extrapolation	1
Ecosystem services	Geography	1
Ecosystem services	Mathematics	1
Ecosystem services	Palm	1
Ecosystem services	Palm oil	1
Ecosystem services	Production (economics)	1
Ecosystem services	Spatial variability	1
Ecosystem services	Statistics	1
Ecosystem services	Sustainability	1
Ecosystem services	Sustainable yield	1
Ecosystem services	Yield (engineering)	1
Engineering	Extrapolation	1
Engineering	Palm	1
Engineering	Spatial variability	1
Engineering	Sustainable yield	1
Environmental resource management	Extrapolation	1
Environmental resource management	Palm	1
Environmental resource management	Palm oil	1
Environmental resource management	Spatial variability	1
Environmental resource management	Sustainable yield	1
Environmental science	Extrapolation	1
Environmental science	Sustainable yield	1
Extrapolation	Geography	1
Extrapolation	Mathematics	1
Extrapolation	Palm	1
Extrapolation	Palm oil	1
Extrapolation	Production (economics)	1
Extrapolation	Spatial variability	1
Extrapolation	Statistics	1
Extrapolation	Sustainability	1
Extrapolation	Sustainable yield	1
Extrapolation	Yield (engineering)	1
Geography	Sustainable yield	1
Mathematics	Sustainable yield	1
Palm	Production (economics)	1
Palm	Sustainability	1
Palm	Sustainable yield	1
Palm oil	Production (economics)	1
Palm oil	Sustainability	1
Palm oil	Sustainable yield	1
Production (economics)	Spatial variability	1
Production (economics)	Sustainable yield	1
Spatial variability	Sustainability	1
Spatial variability	Sustainable yield	1
Statistics	Sustainability	1
Statistics	Sustainable yield	1
Sustainability	Sustainable yield	1
Sustainability	Yield (engineering)	1
Sustainable yield	Yield (engineering)	1
Biomass (ecology)	Dry matter	1
Biomass (ecology)	Nitrogen fixation	1
Dry matter	Field experiment	1
Dry matter	Point of delivery	1
Fertilizer	Point of delivery	1
Field experiment	Growing season	1
Field experiment	Nitrogen fixation	1
Biology	Biometeorology	1
Biometeorology	Climatology	2
Biometeorology	Crop	1
Biometeorology	Engineering	1
Biometeorology	Forestry	1
Biometeorology	Geology	2
Biometeorology	Phenology	1
Biometeorology	Remote sensing	1
Biometeorology	Satellite	1
Biometeorology	Yield (engineering)	1
Canopy	Climatology	1
Canopy	Engineering	1
Canopy	Forestry	1
Canopy	Phenology	1
Climatology	Geology	5
Climatology	Remote sensing	1
Engineering	Geology	5
Forestry	Geology	1
Forestry	Phenology	2
Forestry	Satellite	2
Geology	Phenology	1
Phenology	Remote sensing	1
Agricultural science	Climate change	1
Agricultural science	Ecology	1
Agricultural science	Economic growth	1
Agricultural science	Food security	2
Agricultural science	Production (economics)	3
Agricultural science	Productivity	2
Biology	Economic growth	2
Climate change	Production (economics)	2
Algorithm	Artificial neural network	1
Algorithm	Data mining	1
Algorithm	Field (mathematics)	1
Algorithm	Forecast skill	1
Algorithm	Machine learning	1
Algorithm	Mean squared error	1
Algorithm	Parameterized complexity	1
Algorithm	Process (computing)	1
Algorithm	Random forest	1
Algorithm	Scale (ratio)	1
Algorithm	Statistics	1
Artificial intelligence	Artificial neural network	1
Artificial intelligence	Forecast skill	1
Artificial intelligence	Mean squared error	1
Artificial intelligence	Parameterized complexity	1
Artificial intelligence	Process (computing)	1
Artificial intelligence	Random forest	1
Artificial intelligence	Statistics	1
Artificial neural network	Computer science	1
Artificial neural network	Data mining	1
Artificial neural network	Field (mathematics)	1
Artificial neural network	Forecast skill	1
Artificial neural network	Machine learning	1
Artificial neural network	Mathematics	1
Artificial neural network	Mean squared error	1
Artificial neural network	Parameterized complexity	1
Artificial neural network	Process (computing)	1
Artificial neural network	Random forest	1
Artificial neural network	Scale (ratio)	1
Artificial neural network	Statistics	1
Computer science	Forecast skill	1
Computer science	Parameterized complexity	1
Computer science	Process (computing)	1
Data mining	Forecast skill	1
Data mining	Mean squared error	1
Data mining	Parameterized complexity	1
Data mining	Process (computing)	1
Data mining	Random forest	1
Data mining	Scale (ratio)	1
Field (mathematics)	Forecast skill	1
Field (mathematics)	Mean squared error	2
Field (mathematics)	Parameterized complexity	1
Field (mathematics)	Process (computing)	1
Field (mathematics)	Random forest	1
Field (mathematics)	Statistics	2
Forecast skill	Machine learning	1
Forecast skill	Mathematics	1
Forecast skill	Mean squared error	1
Forecast skill	Parameterized complexity	1
Forecast skill	Process (computing)	1
Forecast skill	Random forest	1
Forecast skill	Scale (ratio)	1
Forecast skill	Statistics	1
Machine learning	Parameterized complexity	1
Machine learning	Process (computing)	1
Mathematics	Parameterized complexity	1
Mathematics	Process (computing)	1
Mean squared error	Parameterized complexity	1
Mean squared error	Process (computing)	1
Mean squared error	Random forest	1
Mean squared error	Scale (ratio)	1
Parameterized complexity	Process (computing)	1
Parameterized complexity	Random forest	1
Parameterized complexity	Scale (ratio)	1
Parameterized complexity	Statistics	1
Process (computing)	Random forest	1
Process (computing)	Scale (ratio)	1
Process (computing)	Statistics	1
Random forest	Scale (ratio)	1
Scale (ratio)	Statistics	1
Agronomy	Isotope	1
Agronomy	Stable isotope ratio	1
Biology	Isotope	1
Biology	Stable isotope ratio	1
Environmental science	Isotope	1
Environmental science	Stable isotope ratio	1
Isotope	Physics	1
Isotope	Stable isotope ratio	1
Isotope	Zea mays	1
Physics	Stable isotope ratio	1
Stable isotope ratio	Zea mays	1
Agronomy	Plasticity	1
Agronomy	Stalk	2
Biology	Plasticity	1
Biology	Stalk	2
Crop	Plasticity	1
Crop	Stalk	1
Crop	Tiller (botany)	2
Horticulture	Plasticity	1
Horticulture	Stalk	2
Horticulture	Tiller (botany)	1
Hybrid	Plasticity	1
Hybrid	Stalk	1
Plasticity	Stalk	1
Plasticity	Tiller (botany)	1
Plasticity	Yield (engineering)	1
Stalk	Tiller (botany)	1
Stalk	Yield (engineering)	1
Agricultural economics	Physics	1
Agricultural science	Palm oil	1
Agricultural science	Physics	1
Agroforestry	Physics	3
Business	Physics	1
Economics	Physics	1
Palm oil	Physics	2
Physics	Profit (economics)	1
Agricultural engineering	Cropping system	2
Agricultural engineering	Environmental health	1
Agricultural engineering	Nitrate	1
Agricultural engineering	Population	1
Agronomy	Environmental health	1
Crop	Environmental health	1
Crop	Nitrate	1
Crop yield	Environmental health	1
Crop yield	Nitrate	1
Cropping	Environmental health	1
Cropping	Nitrate	1
Cropping	Population	1
Cropping system	Engineering	2
Cropping system	Environmental health	1
Cropping system	Nitrate	1
Cropping system	Population	1
Economics	Nitrate	1
Engineering	Environmental health	1
Engineering	Population	1
Environmental health	Environmental science	1
Environmental health	Nitrate	1
Environmental health	Yield (engineering)	1
Food security	Nitrate	1
Nitrate	Population	1
Nitrate	Productivity	1
Nitrate	Yield (engineering)	1
Agronomy	Calcareous	1
Agronomy	Calcareous soils	1
Biology	Calcareous	1
Biology	Calcareous soils	1
Botany	Calcareous	1
Botany	Calcareous soils	1
Botany	Fertilizer	1
Botany	Gene–environment interaction	1
Botany	Genotype	2
Botany	Human fertilization	1
Calcareous	Calcareous soils	1
Calcareous	Chemistry	1
Calcareous	Cultivar	1
Calcareous	Fertilizer	1
Calcareous	Gene–environment interaction	1
Calcareous	Genotype	1
Calcareous	Human fertilization	1
Calcareous	Nitrogen	1
Calcareous	Yield (engineering)	1
Calcareous soils	Chemistry	1
Calcareous soils	Cultivar	1
Calcareous soils	Fertilizer	1
Calcareous soils	Gene–environment interaction	1
Calcareous soils	Genotype	1
Calcareous soils	Human fertilization	1
Calcareous soils	Nitrogen	1
Calcareous soils	Yield (engineering)	1
Chemistry	Gene–environment interaction	1
Chemistry	Genotype	1
Fertilizer	Gene–environment interaction	1
Fertilizer	Genotype	1
Gene–environment interaction	Human fertilization	1
Gene–environment interaction	Nitrogen	1
Gene–environment interaction	Yield (engineering)	1
Genotype	Human fertilization	1
Genotype	Nitrogen	1
Genotype	Yield (engineering)	2
Agronomy	Earth observation	1
Computer science	Earth observation	1
Crop	Earth observation	1
Earth observation	Environmental science	1
Earth observation	Forestry	1
Earth observation	Geography	1
Earth observation	Growing season	1
Earth observation	Machine learning	1
Earth observation	Phenology	1
Earth observation	Random forest	1
Earth observation	Satellite	1
Phenology	Random forest	1
Agroforestry	Potassium	1
Environmental science	Potassium	1
Agricultural engineering	Medicine	1
Agricultural engineering	Micronutrient	1
Agricultural engineering	Nutrient	1
Agricultural engineering	Satellite	1
Agronomy	Micronutrient	1
Context (archaeology)	Medicine	1
Context (archaeology)	Micronutrient	1
Context (archaeology)	Nutrient	1
Context (archaeology)	Nutrient management	1
Context (archaeology)	Satellite	1
Crop	Medicine	1
Crop	Micronutrient	1
Crop yield	Medicine	1
Crop yield	Micronutrient	1
Environmental science	Medicine	1
Environmental science	Micronutrient	1
Fertilizer	Medicine	1
Fertilizer	Micronutrient	1
Fertilizer	Satellite	1
Geography	Medicine	1
Geography	Micronutrient	1
Geography	Nutrient	2
Geography	Nutrient management	2
Mathematics	Medicine	2
Mathematics	Micronutrient	1
Medicine	Nutrient management	1
Medicine	Satellite	1
Medicine	Yield (engineering)	1
Micronutrient	Nutrient management	1
Micronutrient	Satellite	1
Micronutrient	Yield (engineering)	1
Nutrient	Satellite	1
Nutrient management	Satellite	1
Agronomy	Persistence (discontinuity)	1
Agronomy	Ranking (information retrieval)	1
Agronomy	Water balance	3
Balance (ability)	Computer science	1
Balance (ability)	Engineering	3
Balance (ability)	Persistence (discontinuity)	1
Balance (ability)	Ranking (information retrieval)	1
Balance (ability)	Water balance	3
Biology	Persistence (discontinuity)	1
Biology	Ranking (information retrieval)	1
Biology	Water balance	1
Chemistry	Persistence (discontinuity)	1
Chemistry	Ranking (information retrieval)	1
Chemistry	Water balance	3
Computer science	Nitrogen balance	1
Computer science	Persistence (discontinuity)	1
Computer science	Ranking (information retrieval)	1
Computer science	Water balance	1
Economics	Persistence (discontinuity)	1
Economics	Ranking (information retrieval)	1
Economics	Water balance	1
Engineering	Nitrogen balance	1
Engineering	Persistence (discontinuity)	1
Engineering	Ranking (information retrieval)	1
Engineering	Water balance	3
Environmental science	Persistence (discontinuity)	1
Environmental science	Ranking (information retrieval)	1
Environmental science	Water balance	3
Mathematics	Persistence (discontinuity)	1
Mathematics	Ranking (information retrieval)	1
Mathematics	Water balance	1
Nitrogen	Persistence (discontinuity)	1
Nitrogen	Ranking (information retrieval)	1
Nitrogen	Water balance	1
Nitrogen balance	Persistence (discontinuity)	1
Nitrogen balance	Ranking (information retrieval)	1
Nitrogen balance	Water balance	1
Persistence (discontinuity)	Ranking (information retrieval)	1
Persistence (discontinuity)	Water balance	1
Ranking (information retrieval)	Water balance	1
Biology	Cadmium	1
Biology	Cell biology	1
Biology	Homeostasis	1
Biology	Oxygen	1
Biology	Salt (chemistry)	1
Botany	Brassica	1
Botany	Cadmium	1
Botany	Cell biology	1
Botany	Homeostasis	1
Botany	Oxygen	1
Botany	Salt (chemistry)	1
Brassica	Cadmium	1
Brassica	Cell biology	1
Brassica	Chemistry	2
Brassica	Homeostasis	1
Brassica	Oxygen	1
Brassica	Reactive oxygen species	1
Brassica	Salt (chemistry)	1
Cadmium	Cell biology	1
Cadmium	Chemistry	1
Cadmium	Homeostasis	1
Cadmium	Oxygen	1
Cadmium	Reactive oxygen species	1
